
Iteracción: 0
individual0 mCAI=1,mHD=0,lLCS=1,GENDER=male,AGE:0,fitness:1.53737e+10, last mutation: -1, Identificador de poblacion: 0
individual1 mCAI=0.421806,mHD=0.219298,lLCS=0.149123,GENDER=female,AGE:0,fitness:112770, last mutation: -1, Identificador de poblacion: 127
individual2 mCAI=0.41963,mHD=0.210526,lLCS=0.140351,GENDER=female,AGE:0,fitness:34423.3, last mutation: -1, Identificador de poblacion: 16
individual3 mCAI=0.417914,mHD=0.210526,lLCS=0.149123,GENDER=female,AGE:0,fitness:21274.9, last mutation: -1, Identificador de poblacion: 185
individual4 mCAI=0.416536,mHD=0.210526,lLCS=0.149123,GENDER=female,AGE:0,fitness:20511.6, last mutation: -1, Identificador de poblacion: 40
individual5 mCAI=0.407491,mHD=0.210526,lLCS=0.149123,GENDER=female,AGE:0,fitness:18704.5, last mutation: -1, Identificador de poblacion: 176
individual6 mCAI=0.442486,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:12625.7, last mutation: -1, Identificador de poblacion: 113
individual7 mCAI=0.422255,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:7179.42, last mutation: -1, Identificador de poblacion: 92
individual8 mCAI=0.409261,mHD=0.210526,lLCS=0.175439,GENDER=female,AGE:0,fitness:6825.19, last mutation: -1, Identificador de poblacion: 150
individual9 mCAI=0.375064,mHD=0.210526,lLCS=0.149123,GENDER=female,AGE:0,fitness:6015.78, last mutation: -1, Identificador de poblacion: 130
individual10 mCAI=0.412434,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:5559.48, last mutation: -1, Identificador de poblacion: 115
individual11 mCAI=0.411552,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:5496.86, last mutation: -1, Identificador de poblacion: 77
individual12 mCAI=0.409672,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:5375.66, last mutation: -1, Identificador de poblacion: 101
individual13 mCAI=0.402428,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:4787.42, last mutation: -1, Identificador de poblacion: 153
individual14 mCAI=0.376182,mHD=0.210526,lLCS=0.157895,GENDER=female,AGE:0,fitness:4439.68, last mutation: -1, Identificador de poblacion: 187
individual15 mCAI=0.399161,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:4437.77, last mutation: -1, Identificador de poblacion: 99
individual16 mCAI=0.386362,mHD=0.210526,lLCS=0.175439,GENDER=female,AGE:0,fitness:4202.01, last mutation: -1, Identificador de poblacion: 78
individual17 mCAI=0.384472,mHD=0.210526,lLCS=0.175439,GENDER=female,AGE:0,fitness:4129.96, last mutation: -1, Identificador de poblacion: 7
individual18 mCAI=0.392374,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:3843.84, last mutation: -1, Identificador de poblacion: 42
individual19 mCAI=0.433142,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:3809.43, last mutation: -1, Identificador de poblacion: 98
individual20 mCAI=0.383593,mHD=0.201754,lLCS=0.122807,GENDER=female,AGE:0,fitness:3759.79, last mutation: -1, Identificador de poblacion: 124
individual21 mCAI=0.425324,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:3534.9, last mutation: -1, Identificador de poblacion: 38
individual22 mCAI=0.415715,mHD=0.201754,lLCS=0.157895,GENDER=female,AGE:0,fitness:3415.54, last mutation: -1, Identificador de poblacion: 140
individual23 mCAI=0.389892,mHD=0.201754,lLCS=0.140351,GENDER=female,AGE:0,fitness:3371.38, last mutation: -1, Identificador de poblacion: 94
individual24 mCAI=0.389602,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:3365.32, last mutation: -1, Identificador de poblacion: 75
individual25 mCAI=0.412235,mHD=0.201754,lLCS=0.157895,GENDER=female,AGE:0,fitness:3316.81, last mutation: -1, Identificador de poblacion: 132
individual26 mCAI=0.384786,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:3061.89, last mutation: -1, Identificador de poblacion: 97
individual27 mCAI=0.38434,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:3050.1, last mutation: -1, Identificador de poblacion: 64
individual28 mCAI=0.403275,mHD=0.201754,lLCS=0.157895,GENDER=female,AGE:0,fitness:2863.21, last mutation: -1, Identificador de poblacion: 197
individual29 mCAI=0.429442,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:2753.71, last mutation: -1, Identificador de poblacion: 152
individual30 mCAI=0.381875,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:2532.03, last mutation: -1, Identificador de poblacion: 168
individual31 mCAI=0.377989,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:2226.53, last mutation: -1, Identificador de poblacion: 80
individual32 mCAI=0.411498,mHD=0.192982,lLCS=0.122807,GENDER=female,AGE:0,fitness:2128.29, last mutation: -1, Identificador de poblacion: 3
individual33 mCAI=0.400141,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:2025.99, last mutation: -1, Identificador de poblacion: 34
individual34 mCAI=0.359656,mHD=0.210526,lLCS=0.149123,GENDER=female,AGE:0,fitness:1935.13, last mutation: -1, Identificador de poblacion: 10
individual35 mCAI=0.418232,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:1797.16, last mutation: -1, Identificador de poblacion: 33
individual36 mCAI=0.412834,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:1629.67, last mutation: -1, Identificador de poblacion: 49
individual37 mCAI=0.389963,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:1542.58, last mutation: -1, Identificador de poblacion: 1
individual38 mCAI=0.408539,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:1530.93, last mutation: -1, Identificador de poblacion: 157
individual39 mCAI=0.408236,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:1519.78, last mutation: -1, Identificador de poblacion: 118
individual40 mCAI=0.380716,mHD=0.201754,lLCS=0.157895,GENDER=female,AGE:0,fitness:1479.5, last mutation: -1, Identificador de poblacion: 31
individual41 mCAI=0.386951,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:1444.83, last mutation: -1, Identificador de poblacion: 87
individual42 mCAI=0.399464,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:1282.69, last mutation: -1, Identificador de poblacion: 195
individual43 mCAI=0.397266,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:1247.73, last mutation: -1, Identificador de poblacion: 148
individual44 mCAI=0.396664,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:1221.85, last mutation: -1, Identificador de poblacion: 19
individual45 mCAI=0.396636,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:1221.5, last mutation: -1, Identificador de poblacion: 12
individual46 mCAI=0.395275,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:1202.57, last mutation: -1, Identificador de poblacion: 70
individual47 mCAI=0.394718,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:1197.68, last mutation: -1, Identificador de poblacion: 151
individual48 mCAI=0.393193,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:1121.35, last mutation: -1, Identificador de poblacion: 142
individual49 mCAI=0.371563,mHD=0.201754,lLCS=0.149123,GENDER=female,AGE:0,fitness:1120.11, last mutation: -1, Identificador de poblacion: 48
individual50 mCAI=0.411159,mHD=0.192982,lLCS=0.157895,GENDER=female,AGE:0,fitness:1103.33, last mutation: -1, Identificador de poblacion: 106
individual51 mCAI=0.391783,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:1100.33, last mutation: -1, Identificador de poblacion: 162
individual52 mCAI=0.370037,mHD=0.201754,lLCS=0.140351,GENDER=female,AGE:0,fitness:1065.82, last mutation: -1, Identificador de poblacion: 159
individual53 mCAI=0.406995,mHD=0.192982,lLCS=0.157895,GENDER=female,AGE:0,fitness:1047.8, last mutation: -1, Identificador de poblacion: 199
individual54 mCAI=0.405122,mHD=0.192982,lLCS=0.157895,GENDER=female,AGE:0,fitness:998.063, last mutation: -1, Identificador de poblacion: 93
individual55 mCAI=0.425183,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:970.741, last mutation: -1, Identificador de poblacion: 178
individual56 mCAI=0.41756,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:967.635, last mutation: -1, Identificador de poblacion: 32
individual57 mCAI=0.388344,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:914.612, last mutation: -1, Identificador de poblacion: 37
individual58 mCAI=0.378047,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:883.656, last mutation: -1, Identificador de poblacion: 145
individual59 mCAI=0.396221,mHD=0.192982,lLCS=0.157895,GENDER=female,AGE:0,fitness:866.565, last mutation: -1, Identificador de poblacion: 76
individual60 mCAI=0.406809,mHD=0.192982,lLCS=0.166667,GENDER=female,AGE:0,fitness:847.807, last mutation: -1, Identificador de poblacion: 29
individual61 mCAI=0.364066,mHD=0.201754,lLCS=0.131579,GENDER=female,AGE:0,fitness:833.659, last mutation: -1, Identificador de poblacion: 21
individual62 mCAI=0.404049,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:803.484, last mutation: -1, Identificador de poblacion: 102
individual63 mCAI=0.40397,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:802.945, last mutation: -1, Identificador de poblacion: 125
individual64 mCAI=0.372328,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:802.643, last mutation: -1, Identificador de poblacion: 190
individual65 mCAI=0.370446,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:792.013, last mutation: -1, Identificador de poblacion: 170
individual66 mCAI=0.400148,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:740.007, last mutation: -1, Identificador de poblacion: 165
individual67 mCAI=0.394671,mHD=0.192982,lLCS=0.166667,GENDER=female,AGE:0,fitness:683.619, last mutation: -1, Identificador de poblacion: 175
individual68 mCAI=0.420148,mHD=0.201754,lLCS=0.192982,GENDER=female,AGE:0,fitness:682.361, last mutation: -1, Identificador de poblacion: 36
individual69 mCAI=0.418285,mHD=0.201754,lLCS=0.201754,GENDER=female,AGE:0,fitness:659.379, last mutation: -1, Identificador de poblacion: 166
individual70 mCAI=0.380053,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:658.648, last mutation: -1, Identificador de poblacion: 24
individual71 mCAI=0.375049,mHD=0.192982,lLCS=0.131579,GENDER=female,AGE:0,fitness:652.601, last mutation: -1, Identificador de poblacion: 183
individual72 mCAI=0.369359,mHD=0.201754,lLCS=0.157895,GENDER=female,AGE:0,fitness:628.582, last mutation: -1, Identificador de poblacion: 25
individual73 mCAI=0.367683,mHD=0.201754,lLCS=0.175439,GENDER=female,AGE:0,fitness:627.329, last mutation: -1, Identificador de poblacion: 110
individual74 mCAI=0.384153,mHD=0.210526,lLCS=0.201754,GENDER=female,AGE:0,fitness:618.217, last mutation: -1, Identificador de poblacion: 41
individual75 mCAI=0.377873,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:609.606, last mutation: -1, Identificador de poblacion: 174
individual76 mCAI=0.377334,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:606.022, last mutation: -1, Identificador de poblacion: 17
individual77 mCAI=0.415141,mHD=0.201754,lLCS=0.201754,GENDER=female,AGE:0,fitness:580.023, last mutation: -1, Identificador de poblacion: 82
individual78 mCAI=0.406108,mHD=0.201754,lLCS=0.201754,GENDER=female,AGE:0,fitness:525.743, last mutation: -1, Identificador de poblacion: 137
individual79 mCAI=0.403104,mHD=0.201754,lLCS=0.184211,GENDER=female,AGE:0,fitness:521.875, last mutation: -1, Identificador de poblacion: 136
individual80 mCAI=0.375193,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:498.248, last mutation: -1, Identificador de poblacion: 81
individual81 mCAI=0.354071,mHD=0.201754,lLCS=0.122807,GENDER=female,AGE:0,fitness:493.277, last mutation: -1, Identificador de poblacion: 51
individual82 mCAI=0.381676,mHD=0.192982,lLCS=0.157895,GENDER=female,AGE:0,fitness:489.461, last mutation: -1, Identificador de poblacion: 144
individual83 mCAI=0.411848,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:482.222, last mutation: -1, Identificador de poblacion: 194
individual84 mCAI=0.37485,mHD=0.192982,lLCS=0.140351,GENDER=female,AGE:0,fitness:474.983, last mutation: -1, Identificador de poblacion: 53
individual85 mCAI=0.409113,mHD=0.184211,lLCS=0.140351,GENDER=female,AGE:0,fitness:461.66, last mutation: -1, Identificador de poblacion: 192
individual86 mCAI=0.373187,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:456.866, last mutation: -1, Identificador de poblacion: 71
individual87 mCAI=0.373074,mHD=0.192982,lLCS=0.149123,GENDER=female,AGE:0,fitness:456.359, last mutation: -1, Identificador de poblacion: 128
individual88 mCAI=0.403614,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:406.552, last mutation: -1, Identificador de poblacion: 149
individual89 mCAI=0.425189,mHD=0.175439,lLCS=0.122807,GENDER=female,AGE:0,fitness:393.975, last mutation: -1, Identificador de poblacion: 22
individual90 mCAI=0.383146,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:373.222, last mutation: -1, Identificador de poblacion: 191
individual91 mCAI=0.397414,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:368.957, last mutation: -1, Identificador de poblacion: 184
individual92 mCAI=0.422451,mHD=0.175439,lLCS=0.149123,GENDER=female,AGE:0,fitness:364.478, last mutation: -1, Identificador de poblacion: 26
individual93 mCAI=0.380908,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:364.336, last mutation: -1, Identificador de poblacion: 147
individual94 mCAI=0.416239,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:362.067, last mutation: -1, Identificador de poblacion: 198
individual95 mCAI=0.379923,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:361.511, last mutation: -1, Identificador de poblacion: 141
individual96 mCAI=0.380975,mHD=0.192982,lLCS=0.166667,GENDER=female,AGE:0,fitness:350.829, last mutation: -1, Identificador de poblacion: 83
individual97 mCAI=0.413677,mHD=0.192982,lLCS=0.184211,GENDER=female,AGE:0,fitness:345.344, last mutation: -1, Identificador de poblacion: 18
individual98 mCAI=0.413523,mHD=0.192982,lLCS=0.184211,GENDER=female,AGE:0,fitness:345.161, last mutation: -1, Identificador de poblacion: 126
individual99 mCAI=0.407757,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:325.027, last mutation: -1, Identificador de poblacion: 155

individual100 mCAI=0.369868,mHD=0.192982,lLCS=0.175439,GENDER=female,AGE:0,fitness:320.428, last mutation: -1, Identificador de poblacion: 107
individual101 mCAI=0.371253,mHD=0.192982,lLCS=0.122807,GENDER=female,AGE:0,fitness:318.95, last mutation: -1, Identificador de poblacion: 68
individual102 mCAI=0.390975,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:294.237, last mutation: -1, Identificador de poblacion: 63
individual103 mCAI=0.394986,mHD=0.184211,lLCS=0.157895,GENDER=female,AGE:0,fitness:289.746, last mutation: -1, Identificador de poblacion: 54
individual104 mCAI=0.390142,mHD=0.184211,lLCS=0.149123,GENDER=female,AGE:0,fitness:285.628, last mutation: -1, Identificador de poblacion: 109
individual105 mCAI=0.393502,mHD=0.184211,lLCS=0.157895,GENDER=female,AGE:0,fitness:285.55, last mutation: -1, Identificador de poblacion: 177
individual106 mCAI=0.354894,mHD=0.201754,lLCS=0.184211,GENDER=female,AGE:0,fitness:272.405, last mutation: -1, Identificador de poblacion: 66
individual107 mCAI=0.401885,mHD=0.192982,lLCS=0.201754,GENDER=female,AGE:0,fitness:262.293, last mutation: -1, Identificador de poblacion: 129
individual108 mCAI=0.391884,mHD=0.184211,lLCS=0.175439,GENDER=female,AGE:0,fitness:255.382, last mutation: -1, Identificador de poblacion: 100
